Near the entrance of the * circus tent there was a little man in a canvas chair.,great,striking,hardship,identity
When we got to * car Mooney again turned his lantern on the clock.,the,perquisites,sank,eyed
He swore *; then he stood back a moment in reflection.,softly,ponderous,extraordinary,named
White did not speak and I remained silent_ standing by the * man now motionless in reflection.,little,distinguished,crucifix,endowed
I suppose it must have * five minutes ticked off by the clock while he stood there.,been,payments,understanding,gloves
Then * he came to a conclusion.,suddenly,justice,town,morning
\"Give me the spook *_\" he said.,faces,throngs,promoting,sheriffs
He meant the masks * the hats.,under,highway,fated,extremely
I handed him * hat_ pulling the mask up over my face.,my,observe,arrange,west
He seized White’s_ drew off * own_ and disappeared in the direction of the track from which we had just come.,his,gravity,happened,frivolities
I did not understand what the man * about_ and I think White was equally in the dark.,was,platinum,counties,undergrowth
But it * clear that the unexpected lateness of the hour had put some of his calculations out of joint.,was,instead,charitable,chestnut
White got into the * and sat down at the wheel.,car,tongue,narrowed,profoundly
The loot sack was already * the tonneau and I got in beside it.,in,distribution,onto,distribute
The * had now come up thinly above the road.,fog,drawn,etching,guardian
It seemed * me that we had scarcely occupied the time it required to get into the car when Mooney returned.,to,approaching,blanket,miss
He seemed to * as an apparition out of the mist.,appear,gauze,suit,jest
He got at once into the * and spoke to White.,car,sinecure,grime,regard
\"Here’s the engineer’s cap_\" * said.,he,lieu,coat,discussions
\"I got it * of the box under the seat in the engine.\" He put it on.,out,money,white,brows
He meant for White to turn the car and * back at the greatest speed he could.,go,summer,struggle,trade
The man_ as I have said_ was * expert with a motor.,an,cases,heels,brisk
He was only a moment at the turn and * were presently racing along the road.,we,jerks,disclaimer,specify
I did not * what Mooney meant.,understand,tried,dollar,procured
We * wore the blue jackets and overalls in which we had held up the train.,all,ate,gorgeous,finish
It was the distinguishing uniform of the * crew_ and now with Mooney wearing the engineer’s cap it seemed to me that we had simply marked ourselves for certain identification.,train,imagine,electronic,amazed
But it was * reflection of inexperience.,the,library,office,money
Mooney_ when he looked at the clock_ foresaw what we were certain to meet on the * and he skillfully prepared for it.,road,drill,temperature,instrument
Two * down the road was the station.,miles,skirts,hardened,immediate
Suddenly_ it seemed to me_ a light loomed in the road_ * another_ and in a moment we had come into a crowd of motor cars_ trucks_ and the like_ packed with men.,and,reversed,voice,laugh
It was the posse that Mooney knew would come out from the town in the unexpected lapse * time.,of,expressman,roll,advisable
He foresaw that the train crew would get the information of the holdup to the town and it was this posse that we must * prepared to meet.,be,incisive,done,addressed
If we had got * earlier we could have passed the town before the posse had assembled_ but having taken so much time it was certain to be on the way.,away,luxury,employed,marvels
Had I been * control of the party_ or White or any man of lesser resources than this clever bandit_ the search for the train robbers would have ended there in the road.,in,constable,hide,authenticity
But this person_ called Mooney_ * an extraordinary human creature.,was,drivers,nearest,enchantment
It was not the bloodhound alone * he was able to outwit.,that,cities,verdict,threw
When he found * posse must be met_ he prepared to meet it in the only way certain of success.,the,railway,cannot,overt
He leaned over and whispered some direction to White when the lights appeared_ and we pulled up * the very crowd of motors.,into,blind,knocked,handful
My heart * to rise and fill my throat.,seemed,trunk,awaited,reached
It * the posse keeping together.,was,misfortune,flicked,laughter
They had seen our lights and * prepared to stop us.,were,purse,person,considered
The men stood up with their weapons in their hands_ an array * indiscriminate firearms.,of,net,watching,largest
Our * did not entirely stop.,motor,assembled,jump,picture
We slowed *_ running into the crowd of men.,down,groped,device,abandon
To the posse the explanation * complete.,was,awhile,hell,closed
We were a party of the train crew; one * clearly see that.,could,brake,free,nice
What Mooney said coincided with the report that had come in * them.,to,speak,barber,beginning
We did not wait for * men to reflect about it.,these,physical,anywhere,youth
We ran on past_ Mooney shouting to them to make haste; that there was a man in the road with a * to stop them.,lantern,directed,head,solid
It was * only adventure on the way.,the,promptly,impertinent,butterflies
The * skirted the town_ and once past it Mooney considered the peril ended.,road,abrupt,developed,answered
We took off * trainmen’s uniforms and put them into the sack.,the,based,defective,for—but
The fog increased_ it seemed to me_ but its very density covered the close * our adventure.,of,moving,backward,taste
We * along the street to the garage from which we had borrowed the car.,ran,clasped,isolated,required
White * it with skill.,handled,square,securely,fingering
He entered * street with a spurt of speed_ then he cut off the engine and we glided almost noiselessly along to the very door of the garage.,the,refused,registered,bag
White unlocked the door and we pushed the car in; then he locked it * carefully.,again,retained,youthful,engine
I don’t think he had a key; I think he manipulated * lock with a bent nail.,that,lateness,blotting,enough
But * any rate we walked away_ having restored the car to its house_ Mooney with the loot sack on his shoulder.,at,speak,embedded,mysteriously
It was Saturday night and the circus remained over until Sunday * the meadow beyond the town.,in,data,charms,dominant
Only the top of the great tent stood now above the sheet of fog as we set * across the field toward it.,out,remove,running,confident
I think the third holdup * by these men was the most remarkable that ever occurred in all the history of train robberies.,undertaken,murmuring,dismissed,neck
I do not mean that the result of it was so * or that it was attended by peculiar adventures.,remarkable,touch,want,necessary
But the cool nerve exhibited by Mooney—his deliberate assumption of enormous risk_ and his * to draw the attention of the authorities from his confederate—marks the affair as without equal.,plan,things,indiscriminate,thicket
The plan_ too_ * get away with what was taken in the robbery was wholly original.,to,forwarding,taxicab,idealistic
In all record of criminal methods I have never * this plan to be adopted by anybody else.,known,swore,promoting,rail
I * it was worked out by Mooney to meet a situation which he knew now existed.,think,illomened,grouped,music
The two train robberies which we had undertaken had aroused * country.,the,frozen,finding,roared
The authorities could be expected to * every effort to run down and capture the highwayman who should undertake a repetition of these affairs.,make,whose,womans,indiscriminate
Mooney knew this and he * out a plan to meet it.,worked,marble,impact,traveled
The circus * loaded and moving when I first learned of this new adventure.,was,horse,fitting,blank
I was * in the box car with the horses.,sitting,approached,tripped,spring
We had pulled up on a siding * some little town.,near,persons,overtaken,shall
The door was open and Mooney and White * in.,came,pleasantry,masked,immobile
White was very * dressed.,carefully,suppose,complicated,mammoth
He wore a new overcoat * derby hat and he carried a leather suit case.,and,aristocracy,derelicts,hear
He looked precisely * one of the thousand traveling men who go about over the country.,like,intentions,important,enemy
When the two men got into the car_ I did * know who was with White_ Mooney was so changed.,not,front,coal,shadowed
I looked * him with astonishment.,at,conceptions,described,won
I could not believe that the person before me was the man with * I had been so closely associated.,whom,crew,glasses,hardest
He had a heavy * mustache_ long black hair and deep-lined face.,drooping,ink,synonymous,manipulated
His eyes seemed lengthened and narrowed_ and * appeared taller and more erect.,he,traced—so,cover,stem
Now_ the man naturally in life was stooped_ and with a weary_ nervous *_ as though every motion were an effort.,appearance,smile,armed,student
This attitude_ as I have come to know_ was * languor of a drug and his common appearance was the result of the use of it.,the,begin,my,lot
But to-day_ by some powerful effort_ or perhaps by virtue of an excessive injection of the * itself_ his whole manner had changed.,drug,chance,automatic,metal
Of course the appearance of the man was merely the result of the make-up_ amazingly skillful_ * he had undertaken for the thing he had in hand.,which,ride,yawned,giving
He explained to me that they had finally * the treasure train and that they were going to hold it up to-night.,located,strained,distribute,obtain
He said that we would probably be noticed and that it was necessary to change our appearance so descriptions * us_ which would be published abroad over the country_ would be wholly misleading.,of,searchingly,tasted,decide
I had been sleeping on some * in the horse car.,blankets,disaster,ponderously,share
There was only * box for a chair.,a,slight,music,sheriffs
He directed me * sit down on the box; fastened a horse blanket under my coat_ between the shoulders_ to make a hump; and then he began to transform me into somebody else.,to,rose,enveloped,game
The man worked very carefully on my face and hair for perhaps an hour_ * the horse car.,in,everywhere,dense,perfectly
The train had gone on and the door * closed.,was,impertinent,bullseye,jet
Mooney worked by the light of a * which I carried in the horse car.,lantern,village,holes,hall
Finally_ when * had finished_ he held up a little hand mirror so that I might see the result of his work.,he,dots,bulb,skirted
I was astonished at the * I saw.,face,broadcast,file,gesticulate
In that hour_ under Mooney’s skillful *_ I had become middle aged.,manipulation,virtue,evidential,neglected
My hair * streaked with gray; my face was lined.,was,afterward,deck,understand
The thing * like a piece of sorcery.,was,relaxed,theory,remaining
There was a delicate network of wrinkles about * eyes; there was even the sagging of age beginning to appear in the outline of jaw and throat.,the,certain,operations,files
He had transformed himself into a straight_ vigorous motion-picture desperado of middle life_ turning the evidences of age backward in his own case_ while he carried * forward in mine.,them,dresssuit,assembled,lever
No one could have known us for the same *; the transformation was too complete.,men,assistant,violates,newspaper
We were_ in fact_ not * same men; there could be no possibility of those who would recognize us now ever being able to identify us when these disguises were removed.,the,met,music,slashed
Mooney had with him a second * these leather suit cases_ precisely in every detail like the large one which White carried.,of,five,prohibition,baby
He told me nothing except that I was * go with him.,to,wide,interested,ropedoff
It was late * a Sunday evening.,of,growing,blonde,console
The * train was making a long run.,circus,originator,days,dark
About dark_ as the train was going slowly_ White * out.,got,leprous,itself,conceal
I afterward learned that it was his plan to take a street car from this point to a * where we were to board a through express.,station,deftly,have,chopped
When it began to * up_ Mooney and I got out and closed the door.,slow,afterwards,find,patted
We followed a * into town.,road,newel,sorting,blizzard
Turning into the main street_ * walked leisurely over to the railroad station.,we,concealed,roll,true
Mooney_ walking with a brisk_ active step_ carried the leather suit case_ * I trudged beside him.,and,ripped,mornings,exertions
The town was * not very large and the through express made only a short stop.,evidently,ease,completely,ledges
There was * line of people waiting to get on the train_ standing outside the station on the wooden platform.,a,steel,selected,remain
We went down through * crowd to one end of it_ for it was Mooney’s intention to take the day coach nearest to the express car.,this,affected,lecture,thickened
Here I saw White * with his suit case_ as though he were an ordinary traveler.,waiting,watching,distinguished—perhaps,creating
When the train pulled in we got * with the other passengers.,on,softened,brought,skirted
We sat down about midway of the coach_ but I noticed that White_ who was among the first to * on the train_ went forward to the very end of the coach and sat down on the last seat.,get,marked,sensation,went
At the next station Mooney and I got off; we walked to the head end of the train and when it * we climbed up the steps of this forward coach next to the express car_ as though we were going into the car from the forward end of it.,started,gates,swinging,benefit
But we did not * in.,go,invisible,part,keen
We stopped on the steps * the train pulled out.,while,close,specify,sagged
I suppose we remained there for perhaps twenty minutes_ until * lights of the town disappeared and the train trailed out into the great open country.,the,penitentiary,straw,staterooms
Then Mooney proceeded to put * plan for the holdup into operation.,his,commanded,watchful,laughter
He went over to the door of the express car * knocked on it.,and,quarter,dozen,boarding
One of the biggest men I * ever seen opened the door.,have,sprang,occur,married
He stepped back with a * cry_ and we were instantly in the express car with the door closed and locked behind us.,little,indirections,lobby,articles
There were two other men in this car_ and on top of the safe were * rifle and a short automatic shotgun.,a,cheap,orders,instructed
The men for whom * weapons were provided made no effort to avail themselves of them.,these,adventure,neck,handkerchiefs
They stood in the middle * the car with their hands up as far as they could reach_ their eyes wide_ their mouths gaping.,of,shoes,scarcely,sugar
I think our appearance struck them with more * than if we had been masked highwaymen.,terror,employees,impaled,text
Mooney was so evidently the stage type of Western desperado; and I must have been_ myself_ a sinister figure—a strange figure_ with the big leather suit case in one * and an automatic pistol in the other.,hand,conception,impressed,fields
Mooney ordered the two men at the end of the car to lie down on their faces; this they did with ludicrous haste; one of them nearly * in his effort to obey the order quickly.,fell,futile,spotted,motion
They went even further than Mooney directed; they lay flat with * arms around their faces as though to convince the outlaw that they would make no efforts to see what was going on.,their,plateau,edge,conspiracy
Mooney ordered the big * to open the safe.,man,blew,exasperated,girl
The man was evidently in *_ but he was a sensible person.,terror,jury,wife,match
He pointed out that he could not open it; that * had a time lock on it.,it,appearing,state,plastic
He went ahead of Mooney to the safe_ squatted down in the car and * his big finger on the lock.,put,if,unnecessary,pretension
What he said was the truth_ but he was not certain that the highwayman_ standing * few feet behind him covering him with a weapon_ would believe what he said.,a,broke,imposed,coal
He knew the stories of such holdups: how express messengers had been ordered to open safes and when they refused_ or where unable to do *_ they had been promptly shot.,so,further,town,rusted
I think the man expected * be shot_ as he squatted there beside the safe_ his big body loose_ his face covered with sweat.,to,vistas,commonplace,baggage
Mooney saw instantly that the * was telling the truth.,man,quality,blank,relation
I * not know that he was_ in fact_ paying any attention to what the man said.,do,strength,seen,preceded
He knew at a glance that the * was fitted with a time lock.,safe,traveled,roadside,absurd
He advanced toward the man_ and the express messenger’s face seemed to puff out as though it were becoming suddenly swollen; I think he was * convinced that the highwayman was about to kill him.,now,steam,paragraphs,touch
But instead_ Mooney * him to lie down.,ordered,crimes,bottom,adopted
He turned * on the floor precisely like one who collapses from fatigue.,over,performing,treatment,including
Mooney took the leather suit case * my hand.,from,corners,straining,work
\"Shoot any man * moves_\" he said hoarsely.,that,official,quickly,booming
Then he went * work at the safe.,to,introduced,young,desert
The big messenger was so close to the safe * that Mooney had literally to push his body out of the way with his foot.,door,receiving,follow,intent
Mooney got some tools out of the dress-suit case_ drilled the combination_ and * in a charge of nitroglycerine.,put,card,alluring,dressed
He * it quickly_ with incredible skill.,did,lifted,organisms,crown
Then he ordered the express messenger to move up to the * of the car.,end,hitherto,abide,worn
The big man got up on his hands and knees and without turning his head crawled to the end of the car and * down.,lay,spring,gate,butterflies
Mooney took the horse blanket from under my *_ and whatever else he could find in the car_ and heaped them against the door of the safe.,coat,tent,insistent,information—such
Then * fired the nitroglycerine.,he,donations,someone,unfolded
He had gauged the explosion * do exactly what he wished it to do.,to,bandits,relation,restraint
There was a dull sound and a jar_ * far less noise than I expected.,but,detective,glow,date
The blanket and coats that Mooney had heaped up against * safe were hardly thrown down_ but the combination was broken open and the man was able to manipulate the tumblers.,the,however,transform,yards
In a very few minutes he * in opening the safe.,succeeded,annals,generous,criminals
There was another small steel door fastened * a lock.,with,throughout,happy,dealer
Mooney did not even take time to get the key for this door from the * messenger.,express,wide,probably,untied
He took * bunch of keys out of his own pocket_ selected a flat one_ and turned the lock.,a,occasion,indifference,statements
He did it instantly_ as though a * of this sort could be opened by a twist of the fingers.,lock,marble,proceeded,experts
There were a number of big brown * sealed with red wax.,envelopes,breath,intellectual,arrival
These Mooney packed in the dress-suit case; then he got up and we went back to the door of the car * which we had entered.,through,broke,creek,manage
Mooney opened * door and motioned me to step through it out on the platform; then he spoke as though I still remained in the car.,the,spoke,extent,exhibited
He stepped through the door and * it behind him.,slammed,contains,week,enveloped
We were both now * the outside of the express car.,on,all,puzzling,prevent
But in * imagination of the men lying on the floor within it_ one of the desperate highwaymen remained_ covering them with his weapon.,the,reptilian,prisoner,overhead
Mooney went ahead of * to the passenger car.,me,secure,rest,fortunate
He had the leather dress-suit * in one hand and his automatic pistol in the other.,case,lengthened,setting,strange
He opened the door_ and_ entering the car_ * stood a moment looking at the amazed passengers.,he,indicatory,traversed,forger
There was hardly a sound_ * astonishment brought everybody in the car even those half asleep_ up straining in their seats.,but,flung,cord,motion
The highwayman of the storybooks * before them.,was,opiumdrunken,line,begin
Mooney remained thus motionless for a moment until everybody in the * could get the picture in his mind_ then he spoke quick and sharp.,car,longdistance,splendid,dresssuit
The * turned instantly; no man hesitated.,passengers,lodger,crystallize,gowns
The direction * obeyed as though it were an order of a drill sergeant.,was,license,hard,drooping
White_ who sat at the end of the car_ * with the others.,turned,having,door,idle
Mooney stood * the aisle just beside this last seat in which White had been sitting.,in,assurance,platinum,green
He now put down his suit * and reached up_ pulled the emergency cord_ and stopped the train.,case,lifting,buzzards,shifts
Then he picked up the suit case * stepped back through the door to where I stood on the platform.,and,probable,religious,are
Here * puzzling thing happened.,a,halfpast,basement,swung
Mooney did not pick * the same suit case he put down; but he slid the case into the seat where White was sitting and took up the case White had beside him.,up,adventure,comfortable,field
They were precisely alike_ and no one * myself saw the exchange made.,but,old,detour,wreaths
The passengers were facing * other way.,the,unconvinced,added,comment
When the train * up we jumped down.,slowed,goldencolored,supreme,angles
Mooney gave * the suit case to carry.,me,swift,disappointed,maid
There * nothing in it_ as I afterward discovered_ but a couple of bricks.,was,officer,ascent,shattered
We both started * off from the train.,straight,store—about,contracted,lantern
I * ahead of Mooney.,was,jinn,format,smoking
I suppose I was about a hundred * from the track when I went down suddenly into a ditch; the dirt was soft and I was not hurt.,feet,common,property,artificial
I must have fallen * least six feet.,at,looming,changed,macadamized
The * was still standing; the people in the coaches had gotten out.,train,board,deposit,sack
We could hear * talking and we could_ of course_ see the lights of the train.,them,were,outward,derby
Mooney must have seen me fall_ for he * down into the ditch and spoke to me softly.,slipped,during,mouth,eleven
There might be a guard of some sort on the train and * was advisable for us to keep in the ditch instead of climbing out on the farther side.,it,falling,places,coiffeurs
We moved along the * as quickly as we could_ for_ I suppose_ a distance of some three hundred feet.,ditch,assurance,enable,fitted
Here we found a railroad tie which some one had put across * a foot bridge.,for,bunch,railing,flowering
Mooney reached up and caught the tie with * hands and climbed out; I followed his example_ passing up the suit case for him to hold until I got out.,his,remain,gratuities,walk
We stood still for a moment_ listening; * we heard the train pull out.,presently,mockery,remained,painting
Mooney then led the way back to the * track.,railroad,own,smile,higher
He seemed to wish to * his bearings of the country.,get,our,vigorous,wishes
He seemed to * where he was_ although as I have said the night was dark_ and we started down the track in the direction from which the train had come.,know,reviewed,secret,ticked
We followed the track for about a mile until * came to a deep rock cut.,we,grass,priceless,fluid
This * seemed to be the indicatory point for which Mooney was looking_ and he at once began to run.,cut,building,extended,arrest
The cut seemed endless_ and in spite of our speed I could see the * rise higher and higher against the sky until the walls seemed perpendicular_ as though the track was cut down through solid rock.,outlines,ax,answered,shrugged
The cut must have been over a mile long_ for I was nearly worn out when we * the end of it.,reached,bade,officer,flourished
Then we turned off sharply to * right.,the,fancy,an,sun
The country seemed open * I followed Mooney_ who walked swiftly across fields_ until finally we got into a road.,and,hobos,curtain,limousine
I had no idea where we * going_ or the direction_ except that it seemed to be at right angles to the railway and through a country that Mooney knew.,were,murmured,party,wagon
Taking the rock cut for a point of departure_ he was endeavoring to * this road which we finally came into.,find,blanket,switch,wise
When we reached the road Mooney took the suit case_ opened it_ threw away the bricks_ carried it on for perhaps a mile_ and tossed it into a * corner.,fence,balance,candle,telegraph
I now understood what the * was doing.,man,taste,beat,grave
He was making a deliberate trail for * one who should follow; this would enable White to escape easily with the suit case which contained what had been taken out of the express safe.,any,ever,warranties,rules
The posse which would presently come to the * of the robbery with the inevitable bloodhound would have no difficulty in following our trail.,scene,adjoining,operated,battered
Any * of persons on the train could identify us and would remember that we carried the dress-suit case.,number,intended,abject,fancy
The expressman would identify it * being the one he had seen in Mooney’s hand and into which we had packed the contents of the safe.,as,chugging,bandits,ceremony
We continued to travel the road_ running_ as I afterward discovered_ * east_ and about daylight we came to another railroad line.,due,deliberate,displayed,method
When we reached this * Mooney stopped.,track,inspectors,eating,cab
He explained then what he * been about.,had,telling,mysteriously,case—a
It was his intention that there should be a plain trail which * posse could follow across the country.,the,obscure,halfburned,women
The trail should end here_ so it would be evident that * robbers had boarded some train passing on this track_ perhaps a freight.,the,drawer,burned,upended
The energies of the authorities would * be directed toward the search of this railroad.,then,daughter,coming,gravity
They would endeavor to find what trains passed in * night_ and their destination_ and the whole search would be turned in this direction.,the,solicitation,wig,bought
He now turpentined our * very carefully_ and our clothing.,shoes,man,celebration,small
It * beginning to be daylight_ and I could see something of the lie of the country.,was,governed,outlines,address
We had come through a valley_ but off to our right there * the loom of a mountain.,was,turned,ancient,shoveling
We went down the track for perhaps * a mile; then we turned up into a wood and began the ascent of the mountain.,half,task,recovered,automatic
The sun was up and we finally * in a wooded thicket on a sort of knoll that overlooked the country.,stopped,decided,devoted,impressive
The * we had crossed stretched away to the west.,valley,streaked,coach,packed
The mountain seemed also to lie * that direction.,in,turned,compilation,bullet
The railroad track extended at * foot of the mountain below us_ and from the point where we were hidden in the thicket_ on the little shoulder or knoll_ I could see clearly the way over which we had come and the point where we had emerged on the track.,the,leisure,alluring,maintained
Mooney * some food: dried meat and hard biscuit.,had,devices,circle,careful
We ate our breakfast_ and he went to sleep_ curling up in the leaves of the thicket as though nothing extraordinary had *_ and he was peacefully in a bed.,happened,curb,whats,hide
I * not go to sleep.,could,manipulate,maintained,cease
The incidents of the * in which I had become involved ran vaguely through my mind.,adventure,every,deal,permit
I am now certain that * explanation these men gave of their failure to find anything of value in the two preceding holdups was false; but it was clear that they were disappointed.,the,screwdriver,six,might
They were on the lookout for some large shipment of money which they expected * obtain.,to,ask,forwarding,haired
I do not know * they had any definite information about such a probable shipment or whether they were merely trying chances for it.,whether,spreading,spook,wishes
The story of * Mexican government money was_ of course_ merely a pretense.,the,meeting,solid,accept
Looking at the thing now_ it seems to me that I was not very much impressed with that * of the affair.,feature,spreading,vague,dope
It was a series of adventures * against my enemy_ the railroad_ somewhat as the fairy adventures of the storybooks were directed against a dragon.,directed,around,to,precautionary
Mooney * given me a hundred dollars_ not as part of the loot—for they continued to insist that they had not found what they were looking for—but as an honorarium out of his own pocket.,had,formats,servant,go
This was a large sum * money to me.,of,doing,handling,bar
I do not remember precisely to what use I put the money * in one shining instance.,except,some,quarterinch,requires
I bought a bracelet for the girl who rode the white * in the circus.,horse,tailor,account,unlocked
It was a gold chain fastened * a lock.,with,coupled,paying,sick
And * very nearly caused a tragedy.,it,endless,main,remaining
The little dark-haired woman Maggie_ who * with the girl always_ like her shadow_ noticed it immediately.,was,consideration,sagging,makes
I had given * to the girl when she went into the afternoon performances.,it,dense,days,gives
When she came * Maggie seized her wrist_ indicating the bracelet with some query.,out,aroma,traveling,annals
The girl pointed toward me where_ at * distance_ I stood by White near the horse tent.,some,outline,reversing,like—one
The little woman thought she meant White_ and she rushed at him * a mad dog.,like,prisoner,difference,closely
From * about her_ as though out of the air_ a knife flashed in her hand.,somewhere,older,dry,associates
The thing happened in * moment.,a,relaxed,dim,clothes—his
White caught her by the shoulder * threw his body backward_ but she swung under his arm and struck at him.,and,soles,stack,ride
Fortunately her reach was not quite long enough and the knife only * his coat.,slashed,came,convert,latest
I * the woman’s arm.,caught,him,vital,forger
But it was all the two of * could manage to hold her.,us,crisp,failure,realized
She * and struggled like a harpy.,cursed,enveloped,lantern,dirt
The * instantly ceased to struggle.,woman,line,printed,fail
We released her and she stood for a moment looking at me_ as * in some deep reflection.,though,holdups,identification,wondrous
I was * to reply.,embarrassed,treetrunk,quick,necessary
Finally I stammered * out.,it,end,butterfly,regulate
She remained * at me_ her eyes narrowed_ her hand extended across the lower part of her face.,looking,fortunate,reduced,simply
But she did not go any farther * her inquiry.,with,vistas,rose,identity
Mooney continued * his relaxed drawl.,in,provide,lain,somewhere
\"What’s * notion_ Maggie?\" he said.,the,size,bring,disturbing
She * slowly toward him.,swung,lock,gunman,immediate
\"Not your cursed notion!\" she said_ indicating * with a gesture.,me,must,upward,along
And * she walked away.,then,lenses,concentrated,pouring
I thought the thing out and in my youthful fancy the girl became the fairy princess for which she each * made up.,day,without,energy,glue
This woman * not her mother.,was,sustain,their,fill
She was some royal foundling_ changed by the fairies or stolen at * birth.,her,figure—a,pistol,wig
I treasured every * with her_ every touch of her hand_ every look she gave me.,word,we,expert,trays
I thought about it as I sat there * by the undergrowth.,hidden,signaled,pressed,pleased
Then_ suddenly_ something caught * eye.,my,examined,bandit,whistle
Far out in the valley in the direction from which we had come I noticed a sort of blur; presently it became a group of dots moving about_ as one * observed minute organisms under a microscope.,has,swing,pick,decide
They seemed * come slowly.,to,creature,impassive,attracted
The sound of the dogs increased and in a little while I could make * individuals of the posse.,out,attached,reptilian,oblivious
A tall man moved * front holding two dogs on the leash.,in,meadow,muscles,volunteers
They came along our trail right * to the railroad.,down,tube,twentyfive,haired
There the * stopped and I realized the efficacy of Mooney’s precaution against the bloodhound.,dogs,repetition,late,simply
When the dogs reached the place where we had turpentined our shoes_ they stopped * and began to howl.,instantly,figured,big,empty
The man led * about in circles_ across the track and beyond it_ in every direction_ but the dogs would not take up our trail.,them,brows,complimentary,hastened
The turpentine was a * safeguard against them; they would not follow it.,complete,chestnut,providing,meetings
The big man handled the dogs with skill; he moved out in an ever widening circle; he covered the ground for a hundred yards in every *_ from the point where our trail stopped_ but it was no use.,direction,continuing,adventures,beat
The dogs would not take up * trail fouled with turpentine.,a,things—that,domain,embroidered
The posse then gathered in a * of council_ and I sat watching them through the thicket.,sort,new,flung,financial
They evidently came to * one obvious solution of the matter—that the train robbers whom they had followed to the track had_ here_ boarded some passing train; and they set out southward along the track to what I imagine was the closest railway station.,the,message,profoundly,wore
This was precisely the * Mooney intended them to do.,thing,why,making,actual
He was so certain * they would do it that he slept peacefully while this posse was within a quarter of a mile of us_ and the dogs baying along the edge of the mountain in which we were at that moment concealed.,that,led,exclusion,successful
I felt a vast relief when the posse departed_ and I lay back on the * leaves with my hands linked under my head.,dry,passage,comfort,spreading
I * have fallen asleep_ for when I awoke it was midday.,must,deepest,eye,link
Mooney had found a little * and had removed all the evidences of his disguise.,stream,kiss,deliberately,regard
The wig he had buried under a stone and the make-up he had * from his face.,removed,ravines,preoccupation,bite
He took me through the bushes to the little rivulet_ a mere thread of water from some spring_ and * carefully restored me to my normal appearance.,very,fated,suggested,spacious
He removed the make-up with some sort of grease and I washed my hair in the water * he had dammed up into a tiny pool.,which,things,threadbare,livid
We * bore no relation_ in our outward appearance_ to the men who had held up the train.,now,wizard,testimony,companion
It was * and we set out west through the edge of the mountain.,afternoon,blew,subject,explanatory
The going * rough and dangerous.,was,dull,stamp,frozen
We found deep gullies and ravines that ran almost from the top * the mountain into the very valleys.,of,firm,creek,sending
Some of these walls * almost perpendicular.,were,set,lighter,seeds
They * to stand sheer for a hundred feet.,looked,subject,occupied,pump
We had to follow these gullies for a great distance up the mountain before we * cross them.,could,letter,run,stammered
Then_ we came to ledges of rock which it was impossible for us to scale; these we * to follow down the mountain.,had,unloading,particular,whom
I suggested to Mooney that it would be easier to take a road_ but he replied that the news of the holdup would be generally over the country and that it would be dangerous for strangers to be found on * of the roads.,any,followed,bandit,enchantment
He said the plan was to follow the mountain until we came to the river about twenty miles farther west_ and then to go down the river to * town from which we could take a train.,a,detour,expected,nearest
As night * on we descended to the border of the mountain and followed it west.,came,counter,hair,profoundly
About * we reached the river.,daylight,oily,medical,knock
We traveled two or three * over muddy ground and through weeds and grasses to our waists_ following down the river_ looking for some chance boat.,miles,trademarkcopyright,flowering,preceding
Finally by * fallen tree we found a skiff.,a,illconcealed,crush,concealed
This boat had been anchored in * water and the river afterward had risen and covered it.,low,density,overgrown,interfere
It was * half full of mud.,now,jaw,methods,headlight
We had to clean it out; there were no oars * Mooney got a piece of board from a fence and we shoved off the boat and started down the river.,but,cue,outline,bunch
It was a heavenly sensation after the immense labor of that night’s travel * the mountain.,through,glimpse,difficulty,conjectured
Mooney was trying to locate * town at which he intended to stop and take a passenger train.,the,equal,far,convulsive
He thought the town was nearer to the river * it actually was_ but_ as the river was low and the banks high_ we failed to locate it until we had passed it for a mile.,than,lead,telegraphic,blew
And here we came very nearly into * tragedy.,a,four,company,expedition
It seemed * this river was the highway of bootleggers who were accustomed to bring liquor down into the state from a neighboring city.,that,bound,confidential,bizarre
We did not * this.,know,iniquity,piercing,flowering
But we discovered_ later_ that every boat going down * river was searched.,the,him,displayed,polite
We were moving slowly between the high banks when we heard a motor * and saw that we were being followed.,boat,to,secret,unsteady
Mooney realized at once that it was of no use * endeavor to escape.,to,obscured,integrity,anyone
He told me to put my hand down into the water and drop the automatic pistol; he did the *_ and before the boat was on us we were rid of any incriminating evidence.,same,white,gratefully,whispered
We did not know why we * being followed or why there was a motor boat on the river.,were,scrutiny,lock,my
It was barely possible * it was a party of the posse on the lookout for the men who had held up the train.,that,hitherto,wax,why
There was only one * open to us—to face them as though we were without concern.,course,awaited,explain,clerk
Mooney stopped the skiff when the motor boat appeared and waited for * to come up.,it,flung,trademarkcopyright,inspectors
Some one—I think it was a * to us when they approached.,constable—called,consequently,arrive,sacks
Mooney replied that he did not understand_ and_ without a further word_ they * up where they could see into our boat.,pulled,girl,concluded,minutes
We did not know what they were about * do.,to,immediately,blank,accepted
\"We thought you might have a cargo of wet *_\" the constable said.,goods,trunk,deductible,robbery
And with that the conversation ended and the motor * went on.,boat,hurry,developed,block
We drifted down the river until we were out * sight of the motor boat.,of,unlighted,produced,exists
Then we returned along * road to the town which we had passed.,the,since,events,without
Here we got our dinner at a restaurant_ and calmly_ like * other passengers_ walked over to the station and a train.,any,hills,plumbers,simple
